0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1/20/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
1/23/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
1/24/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
1/25/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
1/26/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
1/27/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
1/30/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
1/31/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/1/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/2/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/3/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/6/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/7/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/8/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/9/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/10/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/13/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/14/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/15/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/16/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/17/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/21/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/22/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/23/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/24/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/27/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/28/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
2/29/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/1/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/2/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/5/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/6/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/7/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/8/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/9/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/13/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/14/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/15/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/16/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/19/12,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21
3/20/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/22/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/23/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/26/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/27/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/28/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/29/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
3/30/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
4/2/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
4/3/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
4/4/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
4/5/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
4/6/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
4/9/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
4/10/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20,6/17/20,9/16/20,12/16/20,3/17/21,6/16/21,9/15/21,12/15/21,3/16/22
